state	date	diff_xibar	diff_low	diff_high	undecided_xibar	dem_win_prob	dem_win_prob_with_undecided
AZ	2016-08-13	-0.0143046058871934	-0.0398250111848157	0.0106091781063091	0.0571114362194607	0.1337	0.173625207775624
AZ	2016-08-14	-0.0144943993724456	-0.0402296904430705	0.0104183275714794	0.0561868181971487	0.12955	0.16831450258709
AZ	2016-08-15	-0.0146587673308702	-0.0402579231531796	0.0102874923276258	0.0551595205213667	0.12565	0.163279030651987
AZ	2016-08-16	-0.0148005523760154	-0.0403950465616007	0.00994057400242277	0.0540589830969448	0.1219	0.158424976719483
AZ	2016-08-17	-0.0149706570015495	-0.0403820699411875	0.00978100300499227	0.0529078821251411	0.1197	0.155041055586047
AZ	2016-08-18	-0.0151393021294337	-0.0406451305048177	0.0094110970588985	0.0516279980014441	0.11535	0.149451966893883
AZ	2016-08-19	-0.0152406254853198	-0.0407089462105803	0.00907755015836951	0.0516370218661801	0.1139	0.147781169717029
AZ	2016-08-20	-0.0153293163860537	-0.0407507875410585	0.00895681121031685	0.0516494363947699	0.11315	0.146843241821116
AZ	2016-08-21	-0.0153805910834312	-0.0409331927107833	0.00895091308565424	0.0516627414172824	0.1111	0.144689568266291
AZ	2016-08-22	-0.0153744786249643	-0.0408566802358217	0.00885158233183903	0.0516808334353598	0.11105	0.144664690095209
AZ	2016-08-23	-0.0153463279087134	-0.0407649663993303	0.00865374139811202	0.0517026098982232	0.1111	0.144790541610848
AZ	2016-08-24	-0.0152366362091524	-0.0405362824113549	0.0087222564883114	0.056355808553791	0.113	0.149987040827252
AZ	2016-08-25	-0.0151109049835313	-0.0401711731705992	0.0085547053434699	0.0609491540534418	0.1152	0.1555345492013
AZ	2016-08-26	-0.0150739126994744	-0.0403602430958331	0.00858650721994556	0.0642912033957647	0.11225	0.154900640664787
AZ	2016-08-27	-0.015045641785692	-0.0403131741102138	0.00882198830893989	0.0661138524549294	0.1136	0.157542194953626
AZ	2016-08-28	-0.0150016229343335	-0.0409270082556407	0.00915871384278111	0.0665361216720165	0.11725	0.161602615689159
AZ	2016-08-29	-0.0149324802532136	-0.041220808723028	0.00967913565035889	0.0666379245594825	0.12045	0.165076159505646
AZ	2016-08-30	-0.0148861051270822	-0.0415835991497938	0.00986382400373654	0.0667784435911871	0.12645	0.171309580811167
AZ	2016-08-31	-0.0148254174684085	-0.0419291218202683	0.0102666954072171	0.0669559884834482	0.12895	0.174112970031788
AZ	2016-09-01	-0.0147473532551878	-0.0420846773431771	0.0104906586020747	0.0671932887446881	0.13225	0.177812947860526
AZ	2016-09-02	-0.0146932032355442	-0.0424438800443819	0.0109877259142303	0.0674407937788858	0.1385	0.18439931323875
AZ	2016-09-03	-0.0146326546717642	-0.0426016050531199	0.0112885478196952	0.0676587070979791	0.1431	0.189338162941504
AZ	2016-09-04	-0.0146118612701601	-0.043056849992162	0.0115506870970265	0.0678998973154531	0.1462	0.192669026813248
AZ	2016-09-05	-0.014560344823112	-0.0434534435902358	0.0124474051309175	0.0681617757159888	0.1509	0.197713297723413
AZ	2016-09-06	-0.0145137882707423	-0.0435178665952206	0.0128014790893546	0.0683915578305626	0.1557	0.202821782786669
AZ	2016-09-07	-0.0144564070785803	-0.044051654338502	0.0130629772136029	0.0684752858547732	0.1588	0.206166738832522
AZ	2016-09-08	-0.0144245407824839	-0.044632497375071	0.0138193975946509	0.0685590108623305	0.1647	0.212229423567913
AZ	2016-09-09	-0.0143847593996998	-0.0450354593826627	0.0144924407767208	0.0685533255162547	0.1695	0.217156914941299
AZ	2016-09-10	-0.0144043989678825	-0.0456028144373853	0.014926246675544	0.0685360489416238	0.1732	0.22077994352589
AZ	2016-09-11	-0.0144511707345137	-0.0462049676079862	0.0152364529067078	0.0685140068257966	0.17635	0.223760696395805
AZ	2016-09-12	-0.0144675195237758	-0.0469278353968872	0.0153953777906945	0.0685011550880324	0.17845	0.225798237529908
AZ	2016-09-13	-0.0144766834513732	-0.046942392019535	0.0161453063567171	0.0684834352245523	0.181	0.228306025205695
AZ	2016-09-14	-0.014483604150115	-0.0475670830146421	0.0166004738081363	0.068493046558474	0.18355	0.230840056983455
AZ	2016-09-15	-0.0145139446491828	-0.0482200133713152	0.0171286253731812	0.0684630817507451	0.1897	0.236870554529157
AZ	2016-09-16	-0.0145194219640769	-0.0487554543296041	0.0176655750832871	0.0684855216645429	0.1914	0.23856821498403
AZ	2016-09-17	-0.0144820869764109	-0.0492142080797781	0.0178745164580923	0.0684800016438938	0.1939	0.24118600356802
AZ	2016-09-18	-0.0145051833682607	-0.0497871674984569	0.0183999749337518	0.0684706235123845	0.1986	0.245804245388726
AZ	2016-09-19	-0.0145183925602841	-0.050624711514489	0.0193314323042362	0.068445573366575	0.20135	0.248494043724105
AZ	2016-09-20	-0.014481736692706	-0.0510769228266494	0.0196516996794778	0.0684749492343773	0.20425	0.251513373736832
AZ	2016-09-21	-0.0145033015921994	-0.0514363112009842	0.0204642219997113	0.0684499217114443	0.20715	0.25434309802079
AZ	2016-09-22	-0.0144894170161771	-0.0519804134207409	0.020892570100847	0.0684358060500008	0.20965	0.256888321107162
AZ	2016-09-23	-0.0144885847247734	-0.0526341282957674	0.0215826007637111	0.068423919858047	0.21245	0.259691034695089
